Prompt,,"System prompt:
Assume you are an expert professor in Software Engineering conducting a systematic literature review.

Your task is to evaluate studies based on specific criteria:
Scopus,"Ochoa, O.; Mendez, E.; Lucas-Dophe, C.; Luna-Sanchez, J.A.; Soto-Herrera, V.H.; Olivera-Guzman, D.; Pérez, M.; Lugo-Del-Real, E.; Ayala-Garcia, I.N.; González, A.",Flexible Human-Robot Interaction: Collaborative Robot Integrated with Hand Tracking,2023,10.1109/COMRob60035.2023.10349712,"The rising demand for adaptable and user-friendly forms of interaction in the field of manufacturing and assembly tasks has led to increased attention on human-robot collaboration. Collaborative robots (cobots) have emerged as a promising solution to address this demand. In this study, we propose the integration and application of cobots along with a pre-trained deep learning model to assist users in assembly activities, specifically part handover and storage. The human-robot interaction is facilitated through a hand tracking system that enables a close approach to the user's hand. Testing on the system yielded 99% accuracy. The incorporation of deep learning models in cobot applications holds substantial potential for industry transformation, with implications spanning manufacturing, healthcare, and assistive technologies. This research serves as a compelling proof of concept, showcasing the effective implementation of deep learning models to facilitate close human-robot interactions. © 2024 Elsevier B.V., All rights reserved.",Collaborative robot; Deep learning; Human-robot collaboration,Sim,Sim,Igual,"Describes integration of hand-tracking technology in HRC systems, indicating applied design and implementation aspects. Fits IC1–IC2, emphasizing intuitive interfaces and real-world applicability.","Justification: Strong alignment with all ICs. (IC1) Focus/Theme: Collaborative robot (cobot) for assembly activities in manufacturing (Implied as an industrial task). (IC2) Research Questions: Provides data on practical application (part handover, storage) and HRI analysis (hand tracking, close interaction), and enabling technologies (Deep Learning model). (IC3/IC4/IC5) Type/Language/Time: Peer-reviewed article, English, Published 2024. Meets all ICs.",Ambas,Sim,"Title: Flexible Human-Robot Interaction: Collaborative Robot Integrated with Hand Tracking
Abstract: The rising demand for adaptable and user-friendly forms of interaction in the field of manufacturing and assembly tasks has led to increased attention on human-robot collaboration. Collaborative robots (cobots) have emerged as a promising solution to address this demand. In this study, we propose the integration and application of cobots along with a pre-trained deep learning model to assist users in assembly activities, specifically part handover and storage. The human-robot interaction is facilitated through a hand tracking system that enables a close approach to the user's hand. Testing on the system yielded 99% accuracy. The incorporation of deep learning models in cobot applications holds substantial potential for industry transformation, with implications spanning manufacturing, healthcare, and assistive technologies. This research serves as a compelling proof of concept, showcasing the effective implementation of deep learning models to facilitate close human-robot interactions. © 2024 Elsevier B.V., All rights reserved.
"
Scopus,"Doulgeri, Z.; Dimeas, F.",Human-Robot collaboration: Unlocking the potential for industrial applications,2023,,"Human-robot collaboration (HRC) is a widely studied research topic that investigates how humans and robots can work together and achieve a common goal. Over the past few years, HRC has created exciting new applications for robots that can revolutionize manufacturing and introduce them to entirely different domains such as healthcare and agriculture. It is an interdisciplinary research area comprising robotics, artificial intelligence, design and cognitive sciences. Industrial applications of human-robot collaboration involve collaborative robots which physically interact with humans in shared workspaces to complete tasks such as collaborative manipulation or object handovers. However, in industry to date, HRC has been adopted at a slower pace than expected as collaborative robots need to be safe for interaction with humans. At the same time, they need to be easily programmed by non-experts and to operate in an intelligent and adaptive way. In this book we present some of the latest state-of-the-art advances in the area of human-robot collaboration, aiming at future industrial applications. The book will be useful for advanced students, researchers, engineers, developers and entrepreneurs interested in human-robot collaboration research and technologies. © 2023 Elsevier B.V., All rights reserved.",,Não,Não,Igual,"Investigates collaborative robotics in industrial environments, focusing on potential benefits, implementation cases, and integration challenges—meeting IC1 (industrial) and IC2 (measured impacts and challenges).","Justification: Fails (IC4) and meets (EC4). (EC4) Type of Publication: The abstract explicitly states, ""In this book we present some of the latest state-of-the-art advances in the area,"" indicating this is a book or book chapter, which is excluded.",Ambas,Não,"Title: Human-Robot collaboration: Unlocking the potential for industrial applications
Abstract: Human-robot collaboration (HRC) is a widely studied research topic that investigates how humans and robots can work together and achieve a common goal. Over the past few years, HRC has created exciting new applications for robots that can revolutionize manufacturing and introduce them to entirely different domains such as healthcare and agriculture. It is an interdisciplinary research area comprising robotics, artificial intelligence, design and cognitive sciences. Industrial applications of human-robot collaboration involve collaborative robots which physically interact with humans in shared workspaces to complete tasks such as collaborative manipulation or object handovers. However, in industry to date, HRC has been adopted at a slower pace than expected as collaborative robots need to be safe for interaction with humans. At the same time, they need to be easily programmed by non-experts and to operate in an intelligent and adaptive way. In this book we present some of the latest state-of-the-art advances in the area of human-robot collaboration, aiming at future industrial applications. The book will be useful for advanced students, researchers, engineers, developers and entrepreneurs interested in human-robot collaboration research and technologies. © 2023 Elsevier B.V., All rights reserved.
"
Scopus,"Borboni, A.; Karna, K.V.V.; Elamvazhuthi, I.; Al-Quraishi, M.S.; Elango, E.; Ali, S.S.",The Expanding Role of Artificial Intelligence in Collaborative Robots for Industrial Applications: A Systematic Review of Recent Works,2023,10.3390/machines11010111,"A collaborative robot, or cobot, enables users to work closely with it through direct communication without the use of traditional barricades. Cobots eliminate the gap that has historically existed between industrial robots and humans while they work within fences. Cobots can be used for a variety of tasks, from communication robots in public areas and logistic or supply chain robots that move materials inside a building, to articulated or industrial robots that assist in automating tasks which are not ergonomically sound, such as assisting individuals in carrying large parts, or assembly lines. Human faith in collaboration has increased through human–robot collaboration applications built with dependability and safety in mind, which also enhances employee performance and working circumstances. Artificial intelligence and cobots are becoming more accessible due to advanced technology and new processor generations. Cobots are now being changed from science fiction to science through machine learning. They can quickly respond to change, decrease expenses, and enhance user experience. In order to identify the existing and potential expanding role of artificial intelligence in cobots for industrial applications, this paper provides a systematic literature review of the latest research publications between 2018 and 2022. It concludes by discussing various difficulties in current industrial collaborative robots and provides direction for future research. © 2023 Elsevier B.V., All rights reserved.",artificial intelligence; cobots; collaborative robots; deep learning; human–robot interaction; machine learning; reinforcement learning,Não,Não,Igual,"As a systematic review, it compiles previous research instead of contributing empirical data, excluded under EC4.",Justification: Fails (IC3) and meets (EC4). The title explicitly states this is a Systematic Review. (EC4) Type of Publication is excluded.,Ambas,Não,"Title: The Expanding Role of Artificial Intelligence in Collaborative Robots for Industrial Applications: A Systematic Review of Recent Works
Abstract: A collaborative robot, or cobot, enables users to work closely with it through direct communication without the use of traditional barricades. Cobots eliminate the gap that has historically existed between industrial robots and humans while they work within fences. Cobots can be used for a variety of tasks, from communication robots in public areas and logistic or supply chain robots that move materials inside a building, to articulated or industrial robots that assist in automating tasks which are not ergonomically sound, such as assisting individuals in carrying large parts, or assembly lines. Human faith in collaboration has increased through human–robot collaboration applications built with dependability and safety in mind, which also enhances employee performance and working circumstances. Artificial intelligence and cobots are becoming more accessible due to advanced technology and new processor generations. Cobots are now being changed from science fiction to science through machine learning. They can quickly respond to change, decrease expenses, and enhance user experience. In order to identify the existing and potential expanding role of artificial intelligence in cobots for industrial applications, this paper provides a systematic literature review of the latest research publications between 2018 and 2022. It concludes by discussing various difficulties in current industrial collaborative robots and provides direction for future research. © 2023 Elsevier B.V., All rights reserved.
"
Scopus,"Hameed, A.; Ordys, A.; Możaryn, J.; Sibilska-Mroziewicz, A.",Control System Design and Methods for Collaborative Robots: Review,2023,10.3390/app13010675,"Collaborative robots cooperate with humans to assist them in undertaking simple-to-complex tasks in several fields, including industry, education, agriculture, healthcare services, security, and space exploration. These robots play a vital role in the revolution of Industry 4.0, which defines new standards of manufacturing and the organization of products in the industry. Incorporating collaborative robots in the workspace improves efficiency, but it also introduces several safety risks. Effective safety measures then become indispensable to ensure safe and robust interaction. This paper presents the review of low-level control methodologies of a collaborative robot to assess the current status of human–robot collaboration over the last decade. First, we discuss the classification of human–robot collaboration, architectures of systems and the complex requirements on control strategies. The most commonly used control approaches were presented and discussed. Several methods of control, reported in industrial applications, are elaborated upon with a prime focus on HR-collaborative assembly operations. Since the physical HRC is a critical control problem for the co-manipulation task, this article identifies key control challenges such as the prediction of human intentions, safety, and human-caused disturbances in motion synchronization; the proposed solutions were analyzed afterwards. The discussion at the end of the paper summarizes the features of the control systems that should be incorporated within the systematic framework to allow the execution of a robotic task from global task planning to low-level control implementation for safe and robust interactions. © 2023 Elsevier B.V., All rights reserved.",collaborative control; collaborative robots; human–robot collaboration; literature review; modeling and control methodologies,Não,Não,Igual,"Explicitly a review article, not an applied or experimental study. Therefore, excluded according to EC4.",Justification: Fails (IC3) and meets (EC4). The title explicitly states this is a Review. (EC4) Type of Publication is excluded.,Ambas,Não,"Title: Control System Design and Methods for Collaborative Robots: Review
Abstract: Collaborative robots cooperate with humans to assist them in undertaking simple-to-complex tasks in several fields, including industry, education, agriculture, healthcare services, security, and space exploration. These robots play a vital role in the revolution of Industry 4.0, which defines new standards of manufacturing and the organization of products in the industry. Incorporating collaborative robots in the workspace improves efficiency, but it also introduces several safety risks. Effective safety measures then become indispensable to ensure safe and robust interaction. This paper presents the review of low-level control methodologies of a collaborative robot to assess the current status of human–robot collaboration over the last decade. First, we discuss the classification of human–robot collaboration, architectures of systems and the complex requirements on control strategies. The most commonly used control approaches were presented and discussed. Several methods of control, reported in industrial applications, are elaborated upon with a prime focus on HR-collaborative assembly operations. Since the physical HRC is a critical control problem for the co-manipulation task, this article identifies key control challenges such as the prediction of human intentions, safety, and human-caused disturbances in motion synchronization; the proposed solutions were analyzed afterwards. The discussion at the end of the paper summarizes the features of the control systems that should be incorporated within the systematic framework to allow the execution of a robotic task from global task planning to low-level control implementation for safe and robust interactions. © 2023 Elsevier B.V., All rights reserved.
"
Scopus,"Adriaensen, A.; Berx, N.; Pintelon, L.; Costantino, F.; Di Gravio, G.; Patriarca, R.",Interdependence Analysis in collaborative robot applications from a joint cognitive functional perspective,2022,10.1016/j.ergon.2022.103320,"This paper sets up a framework to assess co-agency in human-robot interactions, and applies it specifically to the socio-technical safety analysis of collaborative robots. We also examine to what extent the concept of Situation Awareness can be applied to assess collaborative robots as efficient team members in socio-technical systems. We explain some theoretical concerns with traditional concepts of Situation Awareness and defend why the concept of Joint Cognitive Systems, which maps the conceptualization of the cognitive system onto the work system as a whole, is best suited for issues of distributed cognition and controllability in human-robot interaction. Thereafter we present a five-step methodology specifically conceived for cobot applications serving the aim of goal coordination between multiple agents by functional interactions. The proposed framework merges two existing safety and resilience analysis methods, being the Functional Resonance Analysis Method and Interdependence Analysis. These methods are used in combination to assess shared control in safe and efficient human-robot interaction from a systems-thinking perspective. This allows to describe the systemic conditions for Distributed Situation Awareness in terms of observable system interactions and as an emergent object of distributed cognition. Instead of looking at undesirable safety outcomes, we have imposed the focus of co-agency as the unit of analysis in line with the Joint Cognitive Systems perspective. The theoretical insights from this paper are additionally applied to a hypothetical but credible demonstration case study with collaborative warehouse robots. © 2022 Elsevier B.V., All rights reserved.",Cobots; Collaborative robots; FRAM; Interdependence Analysis; JCS; Situation awareness; Socio-technical analysis,Sim,Sim,Igual,Examines the cognitive and functional interdependence between humans and cobots in real applications. The analysis suggests an applied framework validated within collaborative contexts—meeting IC1–IC2.,"Justification: Strong alignment with all ICs. (IC1) Focus/Theme: Collaborative robots (cobots) with a demonstration case study on collaborative warehouse robots (logistics). (IC2) Research Questions: Focuses on HRI analysis (co-agency, joint cognitive systems, safety) and implementation challenges. (IC3/IC4/IC5) Type/Language/Time: Peer-reviewed article, English, Published 2022. Meets all ICs.",LLM 2,Sim,"Title: Interdependence Analysis in collaborative robot applications from a joint cognitive functional perspective
Abstract: This paper sets up a framework to assess co-agency in human-robot interactions, and applies it specifically to the socio-technical safety analysis of collaborative robots. We also examine to what extent the concept of Situation Awareness can be applied to assess collaborative robots as efficient team members in socio-technical systems. We explain some theoretical concerns with traditional concepts of Situation Awareness and defend why the concept of Joint Cognitive Systems, which maps the conceptualization of the cognitive system onto the work system as a whole, is best suited for issues of distributed cognition and controllability in human-robot interaction. Thereafter we present a five-step methodology specifically conceived for cobot applications serving the aim of goal coordination between multiple agents by functional interactions. The proposed framework merges two existing safety and resilience analysis methods, being the Functional Resonance Analysis Method and Interdependence Analysis. These methods are used in combination to assess shared control in safe and efficient human-robot interaction from a systems-thinking perspective. This allows to describe the systemic conditions for Distributed Situation Awareness in terms of observable system interactions and as an emergent object of distributed cognition. Instead of looking at undesirable safety outcomes, we have imposed the focus of co-agency as the unit of analysis in line with the Joint Cognitive Systems perspective. The theoretical insights from this paper are additionally applied to a hypothetical but credible demonstration case study with collaborative warehouse robots. © 2022 Elsevier B.V., All rights reserved.
"
Scopus,"Jefroy, N.; Azarian, M.; Yu, H.",Moving from Industry 4.0 to Industry 5.0: What Are the Implications for Smart Logistics?,2022,10.3390/logistics6020026,"Background: Given the importance of human centricity, resilience, and sustainability, the emerging concept of Industry 5.0 has pushed forward the research frontier of the technology-focused Industry 4.0 to a smart and harmonious socio-economic transition driven by both humans and tech-nologies, where the role of the human in the technological transformation is predominantly focused on. Several studies discuss the impacts of disruptive technologies on smart logistics operations in Industry 4.0. However, since Industry 5.0 is a new concept and still in its infancy, its implications for smart logistics have not been discussed. Methods: To fill this gap, this paper presents a comparative bibliometric analysis to show the connection and differences between Industry 4.0 and Industry 5.0 and their implications for smart logistics. A thorough content analysis is then given to illustrate the features of smart logistics in Industry 5.0 concerning four areas, namely intelligent automation, intelligent devices, intelligent systems, and intelligent materials. Results: The results show that, compared with Industry 4.0, the research of smart logistics in Industry 5.0 puts more focus on the interaction between humans and technology in the digital transition, with the increasing adoption of collaborative technologies, e.g., human-machine systems, collaborative robots, and human-robot collaboration. Conclusions: Finally, a research agenda is proposed for identifying future research directions of smart logistics in Industry 5.0. © 2024 Elsevier B.V., All rights reserved.",bibliometric analysis; Industry 4.0; Industry 5.0; literature review; smart logistics; sustainable logistics,Sim,Não,Diferente,Discusses smart logistics with a focus on human-centric collaboration and integration of cobots under Industry 5.0 principles. The context (logistics) and collaboration focus fulfill IC1–IC2.,"Justification: Fails (IC3) and meets (EC4). The methodology includes a comparative bibliometric analysis and a thorough content analysis to illustrate features, indicating a review or survey type of publication focused on conceptual/trend analysis rather than primary empirical/technical research.",LLM 2,Sim,"Title: Moving from Industry 4.0 to Industry 5.0: What Are the Implications for Smart Logistics?
Abstract: Background: Given the importance of human centricity, resilience, and sustainability, the emerging concept of Industry 5.0 has pushed forward the research frontier of the technology-focused Industry 4.0 to a smart and harmonious socio-economic transition driven by both humans and tech-nologies, where the role of the human in the technological transformation is predominantly focused on. Several studies discuss the impacts of disruptive technologies on smart logistics operations in Industry 4.0. However, since Industry 5.0 is a new concept and still in its infancy, its implications for smart logistics have not been discussed. Methods: To fill this gap, this paper presents a comparative bibliometric analysis to show the connection and differences between Industry 4.0 and Industry 5.0 and their implications for smart logistics. A thorough content analysis is then given to illustrate the features of smart logistics in Industry 5.0 concerning four areas, namely intelligent automation, intelligent devices, intelligent systems, and intelligent materials. Results: The results show that, compared with Industry 4.0, the research of smart logistics in Industry 5.0 puts more focus on the interaction between humans and technology in the digital transition, with the increasing adoption of collaborative technologies, e.g., human-machine systems, collaborative robots, and human-robot collaboration. Conclusions: Finally, a research agenda is proposed for identifying future research directions of smart logistics in Industry 5.0. © 2024 Elsevier B.V., All rights reserved.
"
Scopus,"Bermúdez i Badia, S.; Silva, P.A.; Branco, D.; Pinto, A.; Carvalho, C.; Menezes, P.; Almeida, J.; Pilacinski, A.",Virtual Reality for Safe Testing and Development in Collaborative Robotics: Challenges and Perspectives,2022,10.3390/electronics11111726,"Collaborative robots (cobots) could help humans in tasks that are mundane, dangerous or where direct human contact carries risk. Yet, the collaboration between humans and robots is severely limited by the aspects of the safety and comfort of human operators. In this paper, we outline the use of extended reality (XR) as a way to test and develop collaboration with robots. We focus on virtual reality (VR) in simulating collaboration scenarios and the use of cobot digital twins. This is specifically useful in situations that are difficult or even impossible to safely test in real life, such as dangerous scenarios. We describe using XR simulations as a means to evaluate collaboration with robots without putting humans at harm. We show how an XR setting enables combining human behavioral data, subjective self-reports, and biosignals signifying human comfort, stress and cognitive load during collaboration. Several works demonstrate XR can be used to train human operators and provide them with augmented reality (AR) interfaces to enhance their performance with robots. We also provide a first attempt at what could become the basis for a human–robot collaboration testing framework, specifically for designing and testing factors affecting human– robot collaboration. The use of XR has the potential to change the way we design and test cobots, and train cobot operators, in a range of applications: from industry, through healthcare, to space operations. © 2022 Elsevier B.V., All rights reserved.",acceptability; augmented reality; collaborative robotics; extended reality; uncanny valley; user experience; virtual reality,Sim,Não,Diferente,"Presents applied use of VR environments for safety testing of collaborative robots. While addressing challenges, it targets real-world development, fitting IC1 (collaborative robotics) and IC2 (implementation and safety analysis).","Justification: Fails (IC2) and meets (EC3). While the theme (cobots in healthcare/industry) is right, the core focus is on the methodology of using Virtual Reality for simulating collaboration scenarios. The abstract emphasizes using simulations for testing. (EC3) Theoretical/Abstract Focus: This is a study about a simulation/testing methodology (VR/XR), without presenting the actual application data, case study, or validated prototype results of a cobot in a target sector.",LLM 2,Sim,"Title: Virtual Reality for Safe Testing and Development in Collaborative Robotics: Challenges and Perspectives
Abstract: Collaborative robots (cobots) could help humans in tasks that are mundane, dangerous or where direct human contact carries risk. Yet, the collaboration between humans and robots is severely limited by the aspects of the safety and comfort of human operators. In this paper, we outline the use of extended reality (XR) as a way to test and develop collaboration with robots. We focus on virtual reality (VR) in simulating collaboration scenarios and the use of cobot digital twins. This is specifically useful in situations that are difficult or even impossible to safely test in real life, such as dangerous scenarios. We describe using XR simulations as a means to evaluate collaboration with robots without putting humans at harm. We show how an XR setting enables combining human behavioral data, subjective self-reports, and biosignals signifying human comfort, stress and cognitive load during collaboration. Several works demonstrate XR can be used to train human operators and provide them with augmented reality (AR) interfaces to enhance their performance with robots. We also provide a first attempt at what could become the basis for a human–robot collaboration testing framework, specifically for designing and testing factors affecting human– robot collaboration. The use of XR has the potential to change the way we design and test cobots, and train cobot operators, in a range of applications: from industry, through healthcare, to space operations. © 2022 Elsevier B.V., All rights reserved.
"
Scopus,"Felip, J.; Gonzalez-Aguirre, D.; Nachman, L.",Intuitive & Efficient Human-robot Collaboration via Real-time Approximate Bayesian Inference,2022,10.1109/IROS47612.2022.9982251,"The combination of collaborative robots and end-to-end AI, promises flexible automation of human tasks in factories and warehouses. However, such promise seems a few breakthroughs away. In the meantime, humans and cobots will collaborate helping each other. For these collaborations to be effective and safe, robots need to model, predict and exploit human's intents for responsive decision making processes. Approximate Bayesian Computation (ABC) is approach to perform probabilistic predictions upon uncertain quantities. ABC includes priors conveniently, leverages sampling algorithms for inference and is flexible to benefit from complex models, e.g. via simulators. However, ABC is known to be computationally too intensive to run at interactive frame rates required for effective human-robot collaboration tasks. In this paper, we formulate human intent prediction as an ABC problem and describe two key performance innovations which allow computations at interactive rates. Our real-world experiments with a collaborative robot set-up, demonstrate the viability of our proposed approach. Experimental evaluations convey the advantages and value of human intent prediction for packing cooperative tasks. Qualitative results show how anticipating human's intent improves human-robot collaboration without compromising safety. Quantitative task fluency metrics confirm the qualitative claims. © 2025 Elsevier B.V., All rights reserved.",,Sim,Sim,Igual,"Proposes a real-time probabilistic inference method to improve cobot collaboration efficiency, validated in dynamic interaction scenarios. Satisfies IC1 (human–robot interaction) and IC2 (enabling technologies).","Justification: Strong alignment with all ICs. (IC1) Focus/Theme: Collaborative robot (cobot) for cooperative tasks in factories and warehouses (logistics and industry). (IC2) Research Questions: Provides data on practical applications, HRI analysis (intent prediction), and enabling technologies (ABC/Bayesian Inference). The abstract mentions real-world experiments and quantitative/qualitative results. (IC3/IC4/IC5) Type/Language/Time: Peer-reviewed article, English, Published 2025. Meets all ICs.",Ambas,Sim,"Title: Intuitive & Efficient Human-robot Collaboration via Real-time Approximate Bayesian Inference
Abstract: The combination of collaborative robots and end-to-end AI, promises flexible automation of human tasks in factories and warehouses. However, such promise seems a few breakthroughs away. In the meantime, humans and cobots will collaborate helping each other. For these collaborations to be effective and safe, robots need to model, predict and exploit human's intents for responsive decision making processes. Approximate Bayesian Computation (ABC) is approach to perform probabilistic predictions upon uncertain quantities. ABC includes priors conveniently, leverages sampling algorithms for inference and is flexible to benefit from complex models, e.g. via simulators. However, ABC is known to be computationally too intensive to run at interactive frame rates required for effective human-robot collaboration tasks. In this paper, we formulate human intent prediction as an ABC problem and describe two key performance innovations which allow computations at interactive rates. Our real-world experiments with a collaborative robot set-up, demonstrate the viability of our proposed approach. Experimental evaluations convey the advantages and value of human intent prediction for packing cooperative tasks. Qualitative results show how anticipating human's intent improves human-robot collaboration without compromising safety. Quantitative task fluency metrics confirm the qualitative claims. © 2025 Elsevier B.V., All rights reserved.
"
Scopus,"Pinto, A.; Sousa, S.; Simões, A.; Santos, J.","A Trust Scale for Human-Robot Interaction: Translation, Adaptation, and Validation of a Human Computer Trust Scale",2022,10.1155/2022/6437441,"Recently there has been an increasing demand for technologies (automated and intelligent machines) that brings benefits to organizations and society. Similar to the widespread use of personal computers in the past, today's needs are towards facilitating human-machine technology appropriation, especially in highly risky and regulated industries like robotics, manufacturing, automation, military, finance, or healthcare. In this context, trust can be used as a critical element to instruct how human-machine interaction should occur. Considering the context-dependency and multidimensional trust, this study seeks to find a way to measure the effects of perceived trust in a collaborative robot (cobot), regardless of its literal credibility as a real person. This article aims at translating, adapting, and validating a Human-Computer Trust Scale (HCTM) in human-robot interaction (HRI) context and its application to cobots. The Human-Robot Interaction Trust Scale (HRITS) involved 239 participants and included eleven items. The 2nd order CFA with a general factor called ""trust""have proven to be empirically robust (CFI=.94; TLI=.93; SRMR=.04; and RMSEA=.05) [CR=.84; AVE=.58, and MaxRH=.92]; results indicated a good measurement of the general factor trust, and the model satisfied the criteria for measure trust. An analysis of the differences in perceptions of trust by gender was conducted using a t-test. This analysis showed that statistical differences by gender exist (p=.04). This study's results allowed for a better understanding of trust in HRI, specifically regarding cobots. The validation of a Portuguese scale for trust assessment in HRI can give a valuable contribution to designing collaborative environments between humans and robots. © 2022 Elsevier B.V., All rights reserved.",,Sim,Sim,Igual,"Empirical validation of a trust measurement tool in HRI. Though not limited to a single domain, it provides applied human-factor evaluation in robotics, satisfying IC2 (HRI analysis).","Justification: Strong alignment with all ICs. (IC1) Focus/Theme: Collaborative robot (cobot) trust in high-risk sectors including healthcare and manufacturing (Implied context). (IC2) Research Questions: Provides data on HRI analysis (Trust Scale validation) with a significant number of participants. (IC3/IC4/IC5) Type/Language/Time: Peer-reviewed article, English, Published 2022. Meets all ICs.",Ambas,Sim,"Title: A Trust Scale for Human-Robot Interaction: Translation, Adaptation, and Validation of a Human Computer Trust Scale
Abstract: Recently there has been an increasing demand for technologies (automated and intelligent machines) that brings benefits to organizations and society. Similar to the widespread use of personal computers in the past, today's needs are towards facilitating human-machine technology appropriation, especially in highly risky and regulated industries like robotics, manufacturing, automation, military, finance, or healthcare. In this context, trust can be used as a critical element to instruct how human-machine interaction should occur. Considering the context-dependency and multidimensional trust, this study seeks to find a way to measure the effects of perceived trust in a collaborative robot (cobot), regardless of its literal credibility as a real person. This article aims at translating, adapting, and validating a Human-Computer Trust Scale (HCTM) in human-robot interaction (HRI) context and its application to cobots. The Human-Robot Interaction Trust Scale (HRITS) involved 239 participants and included eleven items. The 2nd order CFA with a general factor called ""trust""have proven to be empirically robust (CFI=.94; TLI=.93; SRMR=.04; and RMSEA=.05) [CR=.84; AVE=.58, and MaxRH=.92]; results indicated a good measurement of the general factor trust, and the model satisfied the criteria for measure trust. An analysis of the differences in perceptions of trust by gender was conducted using a t-test. This analysis showed that statistical differences by gender exist (p=.04). This study's results allowed for a better understanding of trust in HRI, specifically regarding cobots. The validation of a Portuguese scale for trust assessment in HRI can give a valuable contribution to designing collaborative environments between humans and robots. © 2022 Elsevier B.V., All rights reserved.
"
Scopus,,"5th EAI International Conference on Management of Manufacturing Systems, MMS 2020",2022,,"The proceedings contain 38 papers. The special focus in this conference is on Management of Manufacturing Systems. The topics include: Possibilities of Using Data Envelope Analysis for Quality Management of Public Services at the Local Level; Methodology Proposal for Proactive Detection of Network Anomalies in e-Learning System During the COVID-19 Scenario; The Effect of Non-Wi-Fi Interference on the Throughput of IEEE 802.11 Based Wireless Networks; assistive Technologies in Function of Visual Impaired Person Mobility Increases in Smart Shopping Environment; small Parts Recognition by Convolutional Neural Networks with Implementation to Virtual Reality Devices for Assisted Assembly Tasks; dynamic Measurement of the Surface After Process of Turning with Application of Laser Displacement Sensors; Design and Evaluation of Production of a Robotic Angle Arm for Collaborative Robot Using the WorkNC CAM Application; Use Cases for C-ITS Testing of Autonomous Vehicles; development of Optical Networking for5G Smart Infrastructures; technology Transfer and Foreign Direct Investment in the Light of Innovation Management on the Example of Poland; enhancing the Aircraft Maintenance Management Process for Increasing Safety; architecture of IoT System for Smart Monitoring and Management of Traffic Noise; the Benefits of Open Data in Urban Traffic Network; case Study in Logistics: Purchase Planning of Goods for Large Retail Chains, Taking into Account Sale Marketing Campaigns; methods of Increasing Warehouse Capacity in an Enterprise: Case Study; the Use of Telematics Systems in Transport and Forwarding Management; mobile Picking Robots: A First Study of the Effects of Human-Robot Interactions in Conventional Order Picking Systems. © 2021 Elsevier B.V., All rights reserved.",,Não,Não,Igual,"Represents an entire conference proceedings rather than a specific study. Lacks title/abstract for evaluation and fails IC1–IC2, excluded under EC4 (not an article).","Justification: Fails (IC3) and meets (EC4). This is a set of Conference Proceedings (a collection of papers). While the individual papers within it might qualify, the proceedings themselves are a collection/volume and are typically excluded under (EC4) (often overlapping with ""Books"" or ""Book Chapters"" in SLR exclusions). Moreover, the entry is a list of topics, not a single article's abstract.",Ambas,Não,"Title: 5th EAI International Conference on Management of Manufacturing Systems, MMS 2020
Abstract: The proceedings contain 38 papers. The special focus in this conference is on Management of Manufacturing Systems. The topics include: Possibilities of Using Data Envelope Analysis for Quality Management of Public Services at the Local Level; Methodology Proposal for Proactive Detection of Network Anomalies in e-Learning System During the COVID-19 Scenario; The Effect of Non-Wi-Fi Interference on the Throughput of IEEE 802.11 Based Wireless Networks; assistive Technologies in Function of Visual Impaired Person Mobility Increases in Smart Shopping Environment; small Parts Recognition by Convolutional Neural Networks with Implementation to Virtual Reality Devices for Assisted Assembly Tasks; dynamic Measurement of the Surface After Process of Turning with Application of Laser Displacement Sensors; Design and Evaluation of Production of a Robotic Angle Arm for Collaborative Robot Using the WorkNC CAM Application; Use Cases for C-ITS Testing of Autonomous Vehicles; development of Optical Networking for5G Smart Infrastructures; technology Transfer and Foreign Direct Investment in the Light of Innovation Management on the Example of Poland; enhancing the Aircraft Maintenance Management Process for Increasing Safety; architecture of IoT System for Smart Monitoring and Management of Traffic Noise; the Benefits of Open Data in Urban Traffic Network; case Study in Logistics: Purchase Planning of Goods for Large Retail Chains, Taking into Account Sale Marketing Campaigns; methods of Increasing Warehouse Capacity in an Enterprise: Case Study; the Use of Telematics Systems in Transport and Forwarding Management; mobile Picking Robots: A First Study of the Effects of Human-Robot Interactions in Conventional Order Picking Systems. © 2021 Elsevier B.V., All rights reserved.
"
